charge_point_id,payload
TCT5PdNA0J0Voy8wQ8,"{""connectorId"":1,""transactionId"":76220,""meterValue"":[{""timestamp"":""2023-09-17T20:44:21Z"",""sampledValue"":[{""value"":""517881.093750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
vEq4hfup6pA2M5ftlGh,"{""connectorId"":1,""transactionId"":76248,""meterValue"":[{""timestamp"":""2023-09-17T20:44:22Z"",""sampledValue"":[{""value"":""117794.625000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
jfFW3BwLjAW3SbhC47Sz,"{""connectorId"":1,""transactionId"":76232,""meterValue"":[{""timestamp"":""2023-09-17T20:44:23Z"",""sampledValue"":[{""value"":""472301.625000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
R8bT4rIIQR0a5qce,"{""connectorId"":1,""transactionId"":76241,""meterValue"":[{""timestamp"":""2023-09-17T20:44:26Z"",""sampledValue"":[{""value"":""340422.781250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
bjWsEOAKsx3p3wI5PUKr,"{""connectorId"":1,""transactionId"":76217,""meterValue"":[{""timestamp"":""2023-09-17T20:44:27Z"",""sampledValue"":[{""value"":""58453.414062"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":3,""transactionId"":75259,""meterValue"":[{""timestamp"":""2023-09-17T20:44:28Z"",""sampledValue"":[{""value"":""4753944"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
4PVny2D3sHenF8hs4Dx,"{""connectorId"":1,""transactionId"":76216,""meterValue"":[{""timestamp"":""2023-09-17T20:44:29Z"",""sampledValue"":[{""value"":""371148.937500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
3DgBCXm0cRF6t1nb54b,"{""connectorId"":1,""transactionId"":76195,""meterValue"":[{""timestamp"":""2023-09-17T20:44:29Z"",""sampledValue"":[{""value"":""526512.937500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cocPpWdMprESdBtOQvGd,"{""connectorId"":1,""transactionId"":76151,""meterValue"":[{""timestamp"":""2023-09-17T20:44:30Z"",""sampledValue"":[{""value"":""353919.312500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
g2kzFWVTVeYApzfman8X,"{""connectorId"":1,""transactionId"":76214,""meterValue"":[{""timestamp"":""2023-09-17T20:44:31Z"",""sampledValue"":[{""value"":""206910.875000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":2,""transactionId"":73805,""meterValue"":[{""timestamp"":""2023-09-17T20:44:32Z"",""sampledValue"":[{""value"":""4950390"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":1,""transactionId"":74925,""meterValue"":[{""timestamp"":""2023-09-17T20:44:34Z"",""sampledValue"":[{""value"":""1024693"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ANyqeMnKegt9g8HyyLVT,"{""connectorId"":1,""transactionId"":76194,""meterValue"":[{""timestamp"":""2023-09-17T20:44:36Z"",""sampledValue"":[{""value"":""1079496.125000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Yx2NKKodAwlXu0D2MnYM,"{""connectorId"":1,""transactionId"":76193,""meterValue"":[{""timestamp"":""2023-09-17T20:44:36Z"",""sampledValue"":[{""value"":""1131255.125000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":2,""transactionId"":74969,""meterValue"":[{""timestamp"":""2023-09-17T20:44:39Z"",""sampledValue"":[{""value"":""949424"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
GTGx9T0iHPveLr3MlYO,"{""connectorId"":1,""transactionId"":76211,""meterValue"":[{""timestamp"":""2023-09-17T20:44:40Z"",""sampledValue"":[{""value"":""188434.968750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
aeRyDDriyNud1HAj3GQd,"{""connectorId"":1,""transactionId"":76202,""meterValue"":[{""timestamp"":""2023-09-17T20:44:42Z"",""sampledValue"":[{""value"":""797607.437500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
i88wOXXI2VdmWI0Pt3Kf,"{""connectorId"":1,""transactionId"":76221,""meterValue"":[{""timestamp"":""2023-09-17T20:44:44Z"",""sampledValue"":[{""value"":""606116.250000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Dn9RHfyDUuDdQPbfSrw,"{""connectorId"":1,""transactionId"":76213,""meterValue"":[{""timestamp"":""2023-09-17T20:44:45Z"",""sampledValue"":[{""value"":""346924.750000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Idf8ZhPJ3E1Y7fEqyrPA,"{""connectorId"":1,""transactionId"":76204,""meterValue"":[{""timestamp"":""2023-09-17T20:44:47Z"",""sampledValue"":[{""value"":""227125.859375"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
P4Pb8AWcdpRjtrB9WvBq,"{""connectorId"":1,""transactionId"":76223,""meterValue"":[{""timestamp"":""2023-09-17T20:44:48Z"",""sampledValue"":[{""value"":""494060.906250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
2cBgXpZ22Il321iy01i,"{""connectorId"":1,""transactionId"":76198,""meterValue"":[{""timestamp"":""2023-09-17T20:44:50Z"",""sampledValue"":[{""value"":""320837.875000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
lFWsFpzKYec7buyfFG,"{""connectorId"":1,""transactionId"":76247,""meterValue"":[{""timestamp"":""2023-09-17T20:44:54Z"",""sampledValue"":[{""value"":""224868.125000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Btj2uxtSOY9hiMM7dUE,"{""connectorId"":1,""transactionId"":76219,""meterValue"":[{""timestamp"":""2023-09-17T20:44:56Z"",""sampledValue"":[{""value"":""483273.343750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
gCw5x1MoQvUFj373WZjz,"{""connectorId"":1,""transactionId"":76225,""meterValue"":[{""timestamp"":""2023-09-17T20:44:56Z"",""sampledValue"":[{""value"":""508640.906250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
v4xsAsnZMFetYkxBDAWp,"{""connectorId"":1,""transactionId"":76229,""meterValue"":[{""timestamp"":""2023-09-17T20:44:58Z"",""sampledValue"":[{""value"":""380454.187500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
l5Us3JZIaTCetQpWLgx7,"{""connectorId"":1,""transactionId"":76178,""meterValue"":[{""timestamp"":""2023-09-17T20:44:59Z"",""sampledValue"":[{""value"":""220035.203125"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
KSvJmLND5o6XPODao1VY,"{""connectorId"":1,""transactionId"":76234,""meterValue"":[{""timestamp"":""2023-09-17T20:45:00Z"",""sampledValue"":[{""value"":""838910.687500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
rBe6iZGRlRQIB8Y5ODFe,"{""connectorId"":1,""transactionId"":76207,""meterValue"":[{""timestamp"":""2023-09-17T20:45:02Z"",""sampledValue"":[{""value"":""199794.750000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
No6UhCYZ6XFPcD7Vr8Sj,"{""connectorId"":1,""transactionId"":76196,""meterValue"":[{""timestamp"":""2023-09-17T20:45:06Z"",""sampledValue"":[{""value"":""1063999.625000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
fK9TE6k0g0zvHojHziO1,"{""connectorId"":1,""transactionId"":76256,""meterValue"":[{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""28.8"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Import"",""location"":""Outlet"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""30.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Offered"",""location"":""Outlet"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""30.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Offered"",""location"":""EV"",""unit"":""A""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""949750"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Energy.Active.Import.Register"",""location"":""Outlet"",""unit"":""Wh""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""2360"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Energy.Active.Import.Interval"",""location"":""Outlet"",""unit"":""Wh""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""2854.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Power.Active.Import"",""location"":""Outlet"",""unit"":""W""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""95"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""SoC"",""location"":""EV"",""unit"":""Percent""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""85"",""context"":""Transaction.Begin"",""format"":""Raw"",""measurand"":""SoC"",""location"":""EV"",""unit"":""Percent""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""98.7"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Voltage"",""location"":""Outlet"",""unit"":""V""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""104.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Voltage"",""location"":""EV"",""unit"":""V""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""24.7"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Body"",""unit"":""Celsius""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""31.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Outlet"",""unit"":""Celsius""}]},{""timestamp"":""2023-09-17T20:45:08Z"",""sampledValue"":[{""value"":""31.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Inlet"",""unit"":""Celsius""}]}]}"
Y1m1cuVPTWAMgxU5jpo,"{""connectorId"":3,""transactionId"":76240,""meterValue"":[{""timestamp"":""2023-09-17T20:45:11Z"",""sampledValue"":[{""value"":""2667452"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
JJI2JRPv0Ni70ph0TDr,"{""connectorId"":1,""transactionId"":76237,""meterValue"":[{""timestamp"":""2023-09-17T20:45:12Z"",""sampledValue"":[{""value"":""354483.968750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":1,""transactionId"":76242,""meterValue"":[{""timestamp"":""2023-09-17T20:45:12Z"",""sampledValue"":[{""value"":""4688230"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
7ciych81QtRgePvlKQf,"{""connectorId"":1,""transactionId"":76262,""meterValue"":[{""timestamp"":""2023-09-17T20:45:12Z"",""sampledValue"":[{""value"":""1206835.125000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
QS7YfTfE9J6d84RXbOg,"{""connectorId"":1,""transactionId"":76236,""meterValue"":[{""timestamp"":""2023-09-17T20:45:15Z"",""sampledValue"":[{""value"":""328388.656250"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
YL8EnsHirwWngOclt8o,"{""connectorId"":1,""transactionId"":76222,""meterValue"":[{""timestamp"":""2023-09-17T20:45:18Z"",""sampledValue"":[{""value"":""860250.625000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cQpmQASnlEATl2EnqlV,"{""connectorId"":1,""transactionId"":76203,""meterValue"":[{""timestamp"":""2023-09-17T20:45:19Z"",""sampledValue"":[{""value"":""213621.296875"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
TCT5PdNA0J0Voy8wQ8,"{""connectorId"":1,""transactionId"":76220,""meterValue"":[{""timestamp"":""2023-09-17T20:45:21Z"",""sampledValue"":[{""value"":""517910.812500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
vEq4hfup6pA2M5ftlGh,"{""connectorId"":1,""transactionId"":76248,""meterValue"":[{""timestamp"":""2023-09-17T20:45:22Z"",""sampledValue"":[{""value"":""117820.218750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
jfFW3BwLjAW3SbhC47Sz,"{""connectorId"":1,""transactionId"":76232,""meterValue"":[{""timestamp"":""2023-09-17T20:45:23Z"",""sampledValue"":[{""value"":""472346.343750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
R8bT4rIIQR0a5qce,"{""connectorId"":1,""transactionId"":76241,""meterValue"":[{""timestamp"":""2023-09-17T20:45:26Z"",""sampledValue"":[{""value"":""340443.062500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
bjWsEOAKsx3p3wI5PUKr,"{""connectorId"":1,""transactionId"":76217,""meterValue"":[{""timestamp"":""2023-09-17T20:45:27Z"",""sampledValue"":[{""value"":""58489.914062"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":3,""transactionId"":75259,""meterValue"":[{""timestamp"":""2023-09-17T20:45:28Z"",""sampledValue"":[{""value"":""4753988"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
4PVny2D3sHenF8hs4Dx,"{""connectorId"":1,""transactionId"":76216,""meterValue"":[{""timestamp"":""2023-09-17T20:45:29Z"",""sampledValue"":[{""value"":""371198.562500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cocPpWdMprESdBtOQvGd,"{""connectorId"":1,""transactionId"":76151,""meterValue"":[{""timestamp"":""2023-09-17T20:45:30Z"",""sampledValue"":[{""value"":""353936.218750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
3DgBCXm0cRF6t1nb54b,"{""connectorId"":1,""transactionId"":76195,""meterValue"":[{""timestamp"":""2023-09-17T20:45:29Z"",""sampledValue"":[{""value"":""526563.437500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
g2kzFWVTVeYApzfman8X,"{""connectorId"":1,""transactionId"":76214,""meterValue"":[{""timestamp"":""2023-09-17T20:45:31Z"",""sampledValue"":[{""value"":""206915.578125"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":2,""transactionId"":73805,""meterValue"":[{""timestamp"":""2023-09-17T20:45:32Z"",""sampledValue"":[{""value"":""4950432"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ANyqeMnKegt9g8HyyLVT,"{""connectorId"":1,""transactionId"":76194,""meterValue"":[{""timestamp"":""2023-09-17T20:45:36Z"",""sampledValue"":[{""value"":""1079543.625000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Yx2NKKodAwlXu0D2MnYM,"{""connectorId"":1,""transactionId"":76193,""meterValue"":[{""timestamp"":""2023-09-17T20:45:36Z"",""sampledValue"":[{""value"":""1131289.625000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":1,""transactionId"":74925,""meterValue"":[{""timestamp"":""2023-09-17T20:45:36Z"",""sampledValue"":[{""value"":""1024693"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
GTGx9T0iHPveLr3MlYO,"{""connectorId"":1,""transactionId"":76211,""meterValue"":[{""timestamp"":""2023-09-17T20:45:40Z"",""sampledValue"":[{""value"":""188461.265625"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
aeRyDDriyNud1HAj3GQd,"{""connectorId"":1,""transactionId"":76202,""meterValue"":[{""timestamp"":""2023-09-17T20:45:42Z"",""sampledValue"":[{""value"":""797937.062500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
i88wOXXI2VdmWI0Pt3Kf,"{""connectorId"":1,""transactionId"":76221,""meterValue"":[{""timestamp"":""2023-09-17T20:45:44Z"",""sampledValue"":[{""value"":""606145.250000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":2,""transactionId"":74969,""meterValue"":[{""timestamp"":""2023-09-17T20:45:42Z"",""sampledValue"":[{""value"":""949424"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Dn9RHfyDUuDdQPbfSrw,"{""connectorId"":1,""transactionId"":76213,""meterValue"":[{""timestamp"":""2023-09-17T20:45:45Z"",""sampledValue"":[{""value"":""346958.562500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Idf8ZhPJ3E1Y7fEqyrPA,"{""connectorId"":1,""transactionId"":76204,""meterValue"":[{""timestamp"":""2023-09-17T20:45:47Z"",""sampledValue"":[{""value"":""227139.062500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
P4Pb8AWcdpRjtrB9WvBq,"{""connectorId"":1,""transactionId"":76223,""meterValue"":[{""timestamp"":""2023-09-17T20:45:48Z"",""sampledValue"":[{""value"":""494111.625000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
2cBgXpZ22Il321iy01i,"{""connectorId"":1,""transactionId"":76198,""meterValue"":[{""timestamp"":""2023-09-17T20:45:50Z"",""sampledValue"":[{""value"":""320858.375000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
lFWsFpzKYec7buyfFG,"{""connectorId"":1,""transactionId"":76247,""meterValue"":[{""timestamp"":""2023-09-17T20:45:54Z"",""sampledValue"":[{""value"":""224892.828125"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
gCw5x1MoQvUFj373WZjz,"{""connectorId"":1,""transactionId"":76225,""meterValue"":[{""timestamp"":""2023-09-17T20:45:56Z"",""sampledValue"":[{""value"":""508690.593750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
